,results,parameters.fixture,paging.current,paging.total,home_team.id,home_team.name,home_team.logo,home_team_Shots on Goal,home_team_Shots off Goal,home_team_Total Shots,home_team_Blocked Shots,home_team_Shots insidebox,home_team_Shots outsidebox,home_team_Fouls,home_team_Corner Kicks,home_team_Offsides,home_team_Ball Possession,home_team_Yellow Cards,home_team_Red Cards,home_team_Goalkeeper Saves,home_team_Total passes,home_team_Passes accurate,home_team_Passes %,away_team.id,away_team.name,away_team.logo,away_team_Shots on Goal,away_team_Shots off Goal,away_team_Total Shots,away_team_Blocked Shots,away_team_Shots insidebox,away_team_Shots outsidebox,away_team_Fouls,away_team_Corner Kicks,away_team_Offsides,away_team_Ball Possession,away_team_Yellow Cards,away_team_Red Cards,away_team_Goalkeeper Saves,away_team_Total passes,away_team_Passes accurate,away_team_Passes %
94,0,208343,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0,208344,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,0,208345,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,0,208346,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,0,208347,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,0,208348,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,0,208349,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,0,208350,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,0,208351,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,0,208352,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,0,208353,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,0,208354,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,0,208355,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,0,208356,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,208357,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,0,208358,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,0,208359,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0,208360,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,0,208361,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,0,208362,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,0,208363,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0,208364,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,0,208365,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0,208366,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0,208367,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0,208368,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,208369,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0,208370,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0,208371,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0,208372,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0,208373,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,0,208374,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,0,208375,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,0,208376,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0,208377,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0,208378,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,0,208379,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,0,208380,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,0,208381,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,0,208382,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0,208383,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,0,208384,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,0,208385,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,0,208386,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,0,208387,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,0,208388,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0,208389,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,0,208390,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,0,208391,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,0,208392,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,0,208393,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,0,208394,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,0,208395,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,0,208396,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,0,208397,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,0,208398,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,0,208399,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,0,208400,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,0,208401,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,0,208402,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,0,208403,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,0,208404,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,0,208405,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,0,208406,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0,208407,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,0,208408,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,0,208409,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,0,208410,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,0,208411,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,0,208412,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,0,208413,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,0,208414,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,0,208415,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,0,208416,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,0,208417,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,0,208418,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,0,208419,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,0,208420,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,0,208421,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,0,208422,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,0,208423,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,0,208424,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,0,208425,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,0,208426,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,0,208427,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,0,208428,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,0,208429,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,0,208430,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,0,208431,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,0,208432,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,0,208433,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,0,208434,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,0,208435,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,0,208436,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,0,208437,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,0,208438,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,0,208439,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,0,208440,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
